地区,名称,地址,级别
福建,福建省宁化县革命纪念馆,福建省三明市宁化县翠江镇城西路71号,无级别
福建,清流县博物馆,福建省清流县龙津镇光明城市广场文体大楼六楼,无级别
福建,大田县博物馆,福建省大田县建山路14号文化中心大楼,无级别
福建,明溪县博物馆,福建省明溪县解放路57号,无级别
福建,沙县博物馆,福建省沙县城南沙阳乐园旁,无级别
福建,尤溪县博物馆,福建省城关水南路5号,无级别
福建,将乐县博物馆,福建省将乐县滨河北路36号,无级别
福建,永安市博物馆,福建省永安市燕东街道大同路123号,无级别
福建,三明市万寿岩遗址博物馆,福建省三明市三元区岩前镇,无级别
福建,福建土楼博物馆,福建省龙岩市永定区凤城镇龙兴路1号客家博览园,无级别
福建,龙岩市博物馆,福建省龙岩市人民广场,无级别
福建,连城县新泉整训纪念馆,福建省龙岩市连城县新泉镇新泉村幸福路5号,无级别
福建,连城县博物馆,福建省连城县莲峰镇观景路客家文化公园内,无级别
福建,上杭县客家族谱博物馆,福建省龙岩市上杭县紫金南路文庙后侧,无级别
福建,永定区博物馆,福建省龙岩市永定区凤城镇九一大街164号,无级别
福建,平和县博物馆,福建省平和县小溪镇中山公园2号,无级别
福建,诏安县博物馆,福建省诏安县南诏镇城内街中街4号（县文昌宫内）,无级别
福建,云霄县博物馆,福建省云霄县将军山文化中心,无级别
福建,漳浦县博物馆,福建省漳浦县绥安镇西湖公园内,无级别
福建,南靖县博物馆,福建省南靖县山城镇长兴路湖心岛,无级别
福建,龙海市博物馆,福建省龙海市石码镇紫崴路文体中心大楼四楼,无级别
福建,华安县博物馆,福建省华安县城关大同路58号文化中心二楼,无级别
福建,长泰县博物馆,福建省长泰县武安镇解放路84号,无级别
福建,毛主席率领红军攻克漳州纪念馆,福建省漳州市芗城区胜利西路118号,无级别
福建,泉州市泉港区博物馆,福建省泉州市泉港区锦绣街文化中心三楼。,无级别
福建,南安市郑成功纪念馆,福建省泉州市南安市石井镇鳌峰山,无级别
福建,永春县博物馆,福建省永春县桃城镇桃城路40号,无级别
福建,惠安县博物馆,福建省惠安县螺城镇中山北路（孔庙内）,无级别
福建,南安市博物馆,福建省南安市柳新路12号文化中心七楼,无级别
福建,石狮市博物馆,福建省石狮市宝塘路中段,无级别
福建,仙游县博物馆,福建省仙游县鲤城街道公园路69号（仙游文庙）,无级别
福建,霞浦县博物馆,福建省霞浦县福宁大道九大馆博物馆,无级别
福建,寿宁县博物馆,福建省寿宁县鳌阳镇茗溪新区图书馆大楼,无级别
福建,周宁县博物馆,福建省周宁县新党校内,无级别
福建,柘荣县博物馆,福建省柘荣县柳城南路6号,无级别
福建,福鼎市博物馆,福建省福鼎市玉塘大道青少年户外活动中心,无级别
福建,福安市博物馆,福建省福安市阳头广场南侧文化馆二楼,无级别
福建,屏南县博物馆,福建省屏南县国保路171号文体中心,无级别
福建,古田县博物馆,福建省古田城关614路301号,无级别
福建,宁德市蕉城区博物馆,福建省宁德市蕉城区福山路47号,无级别
福建,闽东革命纪念馆,福建省宁德市福安市新华北路2号,无级别
福建,永泰县博物馆,福建省永泰县樟城镇上坪路37号,无级别
福建,闽清县博物馆,福建省闽清县梅城镇天行新区三馆,无级别
福建,罗源县博物馆,福建省罗源县九大中心二号楼,无级别
福建,连江县博物馆,福建省连江县816中路陈第公园内,无级别
福建,闽侯县博物馆,福建省闽侯县甘蔗街道街心路155号文博大楼,无级别
福建,长乐市郑和史迹陈列馆,福建省长乐市吴航街道郑和公园路2号,无级别
甘肃,甘肃省博物馆,甘肃省兰州市七里河区西津西路3号,国家一级
甘肃,兰州市博物馆,甘肃省兰州市城关区庆阳路240号,国家二级
甘肃,敦煌研究院,甘肃省酒泉市敦煌市莫高窟,国家二级
甘肃,临夏回族自治州博物馆,甘肃省临夏回族自治州临夏市东区市政府统办楼广场西侧,国家二级
甘肃,甘肃地质博物馆,甘肃省兰州市城关区团结路6号,无级别
甘肃,和政古动物化石博物馆,甘肃省临夏回族自治州和政县城关镇梁家庄新村,国家二级
甘肃,天水市博物馆,甘肃省天水市秦州区伏羲路110号,国家二级
甘肃,平凉市博物馆,甘肃省平凉市泾川县东郊宝塔梁,国家二级
甘肃,会宁红军长征胜利纪念馆,甘肃省白银市会宁县会师镇会师南路22号,国家三级
甘肃,八路军兰州办事处纪念馆,甘肃省兰州市城关区酒泉路314号,无级别
甘肃,嘉峪关城市博物馆,甘肃省嘉峪关市五一南路1379号,无级别
甘肃,酒泉民俗博物馆,甘肃省酒泉市敦煌市,无级别
甘肃,梨园口战役纪念馆,甘肃省张掖市临泽县滨河南路,无级别
甘肃,陇东古石刻艺术博物馆,甘肃省合水县西华北街乐蟠西路01号,无级别
甘肃,永靖刘家峡恐龙博物馆,甘肃省临夏回族自治州永靖县盐锅峡镇,无级别
甘肃,甘州区博物馆,甘肃省张掖市甘州区民主西街大佛寺巷,国家二级
甘肃,古浪战役纪念馆,甘肃省武威市古浪县上城公园路,无级别
甘肃,会宁县博物馆,甘肃省白银市会宁县会师镇会师北路7号,国家三级
甘肃,靖远县博物馆,甘肃省白银市靖远县人民医院南120米,国家三级
甘肃,庆阳市陇东民俗博物馆,甘肃省庆阳市西峰区董志镇北门村,国家三级
甘肃,环县博物馆,甘肃省庆阳市环县环江大道102号,国家三级
甘肃,镇原县博物馆,甘肃省庆阳市镇原县文化广场东侧,国家三级
甘肃,庆城县博物馆,甘肃省庆阳市西峰区北大街文化大楼,国家三级
甘肃,庆阳市博物馆,甘肃省庆阳市西峰区弘化西路4号,国家三级
甘肃,嘉峪关长城博物馆,甘肃省嘉峪关市新华街道新华南路,国家三级
甘肃,秦安县博物馆,甘肃省天水市秦安县兴国镇新华街42号,国家三级
甘肃,敦煌市博物馆,甘肃省酒泉市敦煌市鸣山北路1390号,国家三级
甘肃,高台县博物馆,甘肃省张掖市高台县湿地新区,国家三级
甘肃,山丹县博物馆（艾黎捐赠文物陈列馆）,甘肃省张掖市山丹县文化路,国家三级
甘肃,静宁县博物馆,甘肃省平凉市静宁县人民巷文化城院内,国家三级
甘肃,庄浪县博物馆,甘肃省平凉市庄浪县水洛镇文化巷10号,国家三级
甘肃,灵台县博物馆,甘肃省平凉市灵台县城中学路6号,国家三级
甘肃,岷州会议纪念馆,甘肃省定西市岷县十里镇三十里铺村,无级别
甘肃,玉门市铁人王进喜纪念馆,甘肃省酒泉市玉门市,无级别
甘肃,张掖市高台西路红军纪念馆,甘肃省张掖市高台县人民东路47号高台烈士陵园内,无级别
甘肃,兰州永顺成古玩博物馆,甘肃省兰州市榆中县青城镇青城村,无级别
甘肃,兰州彩陶艺术博物馆,甘肃省兰州市城关区陇西路金城珠宝古玩城西二楼299#,无级别
甘肃,甘肃天庆博物馆,甘肃省兰州市城关区雁北路1599号,无级别
甘肃,甘肃龙源博物馆,甘肃省兰州市安宁区北滨河西路859号黄河印象3楼,无级别
甘肃,临夏伊斯兰教古经博物馆,甘肃省临夏市城郊镇祁家庄,无级别
甘肃,临夏砖雕博物馆,甘肃省临夏县黄泥湾乡郭吴村,无级别
甘肃,定西陇中皮影博物馆,甘肃省通渭县平襄镇西关村北闸93号,无级别
甘肃,岷县民族民俗博物馆,甘肃省岷县岷阳镇青年街27号,无级别
甘肃,众甫博物馆,甘肃省定西安定区新城区城南一路一号,无级别
甘肃,定西市马家窑彩陶博物馆,甘肃省定西市安定区民主路中段,无级别
甘肃,高台民俗博物馆,甘肃省高台县人民西路483号月牙湖公园内,无级别
甘肃,甘肃省敦煌市地矿博物馆,甘肃省敦煌市莫高镇西河槽村,无级别
甘肃,瓜州桥湾博物馆,甘肃省瓜州县河东乡,无级别
甘肃,敦煌阳关博物馆,甘肃省敦煌市阳关镇阳关景区,无级别
甘肃,酒泉钰盛缘宝玉石博物,甘肃省酒泉市新城区世纪大道37号康盛雅园5－3、4号楼,无级别
甘肃,酒泉酒文化博物馆,甘肃省肃州区西郊工业园区八公里处酒文化博览园内,无级别
甘肃,嘉峪关博古轩博物馆,甘肃省嘉峪关市康乐公寓2-2#,无级别
甘肃,嘉峪关雄关博物馆,甘肃省嘉峪关市和诚东路亲水湾15号楼下,无级别
甘肃,天水成纪博物馆,甘肃省天水市南郭寺景区,无级别
甘肃,白银尚文坊博物馆,甘肃省平川区尚文坊一条街C段,无级别
甘肃,白银会州博物馆,甘肃省会宁县郭城镇红堡子村136号,无级别
甘肃,陇南市徽县博物馆,甘肃省城关镇金徽大道政府综合楼,无级别
甘肃,成县博物馆,甘肃省成县城关镇水泉路西段北侧,无级别
甘肃,成县红二方面军长征纪念馆,甘肃省成县原文化馆院内,无级别
甘肃,礼县龙池湾战役纪念馆,甘肃省陇南市礼县体育场西侧,无级别
甘肃,陇南市武都区博物馆,甘肃省莲湖公园内,无级别
甘肃,西和县博物馆,甘肃省西和县文化大厦二楼,无级别
甘肃,徽县徽成两康战役纪念馆,甘肃省徽县步行街文化馆二楼,无级别
甘肃,西和县西和会议纪念馆,甘肃省陇南市西和县伏羲文化广场文化大厦6楼,无级别
甘肃,武都革命历史纪念馆,甘肃省陇南市武都区城关镇钟楼公园,无级别
甘肃,哈达铺红军长征纪念馆,甘肃省陇南市宕昌县哈达铺镇上街,无级别
甘肃,两当兵变纪念馆,甘肃省陇南市两当县广香东路,无级别
甘肃,礼县博物馆,甘肃省东新南路秦文化广场,无级别
甘肃,康县博物馆,甘肃省康县城关镇方家坝新区,无级别
甘肃,文县程海寰烈士纪念馆,甘肃省文县江南公园,无级别
甘肃,康县陇南根据地纪念馆,甘肃省康县白云山公园内,无级别
甘肃,两当县博物馆,甘肃省两当县城关镇西坡路,无级别
甘肃,玛曲县民俗博物馆,甘肃省玛曲县尼玛镇姜艾路广场苑对面,无级别
甘肃,卓尼县杨土司烈士纪念馆,甘肃省卓尼县统办楼12层,无级别
甘肃,碌曲民俗博物馆,甘肃省碌曲县玛艾镇,无级别
甘肃,夏河县民俗博物馆,甘肃省夏河县拉卜楞镇,无级别
甘肃,迭部县博物馆,甘肃省迭部县天健中心广场,无级别
甘肃,中共中央西北局洮州会议纪念馆,甘肃省临潭县新城镇,无级别
甘肃,洮州民俗博物馆,甘肃省临潭县冶力关镇,无级别
甘肃,临潭县博物馆,甘肃省临潭县城关镇,无级别
甘肃,甘肃舟曲县特大山洪泥石流纪念馆,甘肃省舟曲县城关镇南门,无级别
甘肃,舟曲县民俗博物馆,甘肃省舟曲县峰迭新区文博馆,无级别
甘肃,卓尼县博物馆,甘肃省卓尼县柳林镇滨河西街12号,无级别
甘肃,迭部县腊子口战役纪念馆,甘肃省迭部县腊子口乡朱立沟,无级别
甘肃,合作市民俗博物馆,甘肃省合作市宣传文化中心楼,无级别
甘肃,甘南藏族自治州州博物馆,甘肃省甘南州合作市文博大厦五楼,无级别
甘肃,临夏市胡廷珍烈士纪念馆,甘肃省临夏市东郊公园内,无级别
甘肃,和政县肋巴佛革命纪念馆,甘肃省和政县三馆一中心,无级别
甘肃,东乡族自治县民族博物馆,甘肃省东乡县锁南镇东西大街71号,无级别
甘肃,东乡族自治县民俗博物馆,甘肃省坪庒乡韩则岭村,无级别
甘肃,广河县齐家文化博物馆,甘肃省广河县西街29号,无级别
甘肃,康乐县景古红色政权纪念馆,甘肃省临夏回族自治州康乐县胭脂路三馆一中心,无级别
甘肃,康乐县博物馆,甘肃省临夏回族自治州康乐县胭脂路三馆一中心,无级别
甘肃,积石山保安族东乡族撒拉族自治县博物馆,甘肃省吹麻滩镇二环西路,无级别
甘肃,永靖县博物馆,甘肃省永靖县刘家乡镇黄河文化广场30号,无级别
甘肃,临夏县博物馆,甘肃省临夏县韩集镇双城村教育局1楼,无级别
甘肃,榜罗镇红军长征纪念馆,甘肃省通渭县榜罗镇文峰村大背组,无级别
甘肃,中共中央西北局盐井会议纪念馆,甘肃省定西市漳县总工会1楼,无级别
甘肃,临洮县陇右革命纪念馆,甘肃省定西市临洮县岳麓山公园,无级别
甘肃,通渭县博物馆,甘肃省通渭县平襄镇西街2号,无级别
甘肃,定西市安定区博物馆,甘肃省定西市安定区解放路63号,无级别
甘肃,陇西县博物馆,甘肃省陇西县巩昌镇龙宫广场,无级别
甘肃,岷县博物馆,甘肃省定西市岷县岷阳镇岷州西路财政局六楼,无级别
甘肃,漳县博物馆,甘肃省漳县武阳镇中心街4号,无级别
甘肃,渭源县博物馆,甘肃省渭源县清源镇新街19号,无级别
甘肃,临洮县博物馆,甘肃省临洮县洮阳镇东大街6号,无级别
甘肃,定西市博物馆,甘肃省定西市安定区中华路23号,无级别
甘肃,白银国家矿山精神纪念馆,甘肃省白银市白银区四龙路冶炼厂十字,无级别
甘肃,平川红军西征胜利纪念馆,甘肃省平川区会展中心二楼,无级别
甘肃,一条山战役纪念馆,甘肃省景泰县一条山镇南街16号,无级别
